9;0;24;0;[ref, Int];[not, and, =];[];false;[(= $arrSizeIdx (- 1)), (! true :named ssa_precond), (! (not false) :named ssa_postcond), (! (and (= void$SimpleFrame2Cons$$la$init$ra$$1805_void$SimpleFrame2Cons$$la$init$ra$$1805$__this_-1 void$SimpleFrame2Cons$$la$init$ra$$1805_r012_0) (= void$SimpleFrame2Cons$$la$init$ra$$1805_void$SimpleFrame2Cons$1$$la$init$ra$$1802$Exep1_0 $null) (not (= $null void$SimpleFrame2Cons$$la$init$ra$$1805_void$SimpleFrame2Cons$$la$init$ra$$1805$__this_-1)) (= void$SimpleFrame2Cons$$la$init$ra$$1805_void$SimpleFrame2Cons$$la$init$ra$$1805$caughtEx0_0 $null)) :named ssa_0), (! (= $null void$SimpleFrame2Cons$$la$init$ra$$1805_r012_0) :named ssa_1)];1099.492
9;0;25;0;[ref, Int];[not, and, =];[];false;[(= $arrSizeIdx (- 1)), (! true :named ssa_precond), (! (not false) :named ssa_postcond), (! (and (not (= $null void$SimpleFrame2Cons$2$$la$init$ra$$4552_void$SimpleFrame2Cons$2$$la$init$ra$$4552$__this_-1)) (= void$SimpleFrame2Cons$2$$la$init$ra$$4552_void$SimpleFrame2Cons$2$$la$init$ra$$4552$param_0_-1 void$SimpleFrame2Cons$2$$la$init$ra$$4552_r194_0) (= void$SimpleFrame2Cons$2$$la$init$ra$$4552_void$SimpleFrame2Cons$2$$la$init$ra$$4552$__this_-1 void$SimpleFrame2Cons$2$$la$init$ra$$4552_r093_0) (= SimpleFrame2Cons$SimpleFrame2Cons$2$this$0711_0 void$SimpleFrame2Cons$2$$la$init$ra$$4552_r194_0)) :named ssa_0), (! (= $null void$SimpleFrame2Cons$2$$la$init$ra$$4552_r093_0) :named ssa_1)];7.12
7;0;20;0;[ref, Int];[not, and, =];[];false;[(= $arrSizeIdx (- 1)), (! true :named ssa_precond), (! (not false) :named ssa_postcond), (! (and (not (= void$SimpleFrame2Cons$1$$la$init$ra$$1802_void$SimpleFrame2Cons$1$$la$init$ra$$1802$__this_-1 $null)) (= void$SimpleFrame2Cons$1$$la$init$ra$$1802_void$SimpleFrame2Cons$1$$la$init$ra$$1802$__this_-1 void$SimpleFrame2Cons$1$$la$init$ra$$1802_r01_0)) :named ssa_0), (! (= void$SimpleFrame2Cons$1$$la$init$ra$$1802_r01_0 $null) :named ssa_1)];6.571
8;0;23;0;[ref, Int];[not, and, =];[];false;[(= $arrSizeIdx (- 1)), (! true :named ssa_precond), (! (not false) :named ssa_postcond), (! (and (= void$SimpleFrame2Cons$main$1804_r09_0 void$SimpleFrame2Cons$main$1804_$param_0_-1) (not (= $fresh2_-1 $null)) (= void$SimpleFrame2Cons$main$1804_$r110_0 $fresh2_-1)) :named ssa_0), (! (= void$SimpleFrame2Cons$main$1804_$r110_0 $null) :named ssa_1)];7.554
9;0;25;0;[ref, Int];[not, and, =];[];false;[(= $arrSizeIdx (- 1)), (! true :named ssa_precond), (! (not false) :named ssa_postcond), (! (and (= void$SimpleFrame2Cons$4$$la$init$ra$$4887_void$SimpleFrame2Cons$4$$la$init$ra$$4887$param_0_-1 void$SimpleFrame2Cons$4$$la$init$ra$$4887_r1121_0) (not (= $null void$SimpleFrame2Cons$4$$la$init$ra$$4887_void$SimpleFrame2Cons$4$$la$init$ra$$4887$__this_-1)) (= SimpleFrame2Cons$SimpleFrame2Cons$4$this$0763_0 void$SimpleFrame2Cons$4$$la$init$ra$$4887_r1121_0) (= void$SimpleFrame2Cons$4$$la$init$ra$$4887_void$SimpleFrame2Cons$4$$la$init$ra$$4887$__this_-1 void$SimpleFrame2Cons$4$$la$init$ra$$4887_r0120_0)) :named ssa_0), (! (= $null void$SimpleFrame2Cons$4$$la$init$ra$$4887_r0120_0) :named ssa_1)];8.006
12;0;29;0;[ref, Int];[not, and, =];[];false;[(= $arrSizeIdx (- 1)), (! true :named ssa_precond), (! (not false) :named ssa_postcond), (! (and (= $null void$SimpleFrame2Cons$1$run$1803_void$SimpleFrame2Cons$1$$la$init$ra$$1802$Exep3_0) (not (= $fresh1_-1 $null)) (= $fresh1_-1 void$SimpleFrame2Cons$1$run$1803_$r14_0) (= void$SimpleFrame2Cons$1$run$1803_r03_0 void$SimpleFrame2Cons$1$run$1803___this_-1) (not (= $null void$SimpleFrame2Cons$1$run$1803___this_-1)) (= void$SimpleFrame2Cons$1$run$1803_$caughtEx0_0 $null)) :named ssa_0), (! (= void$SimpleFrame2Cons$1$run$1803_$r14_0 $null) :named ssa_1)];8.197
9;0;25;0;[ref, Int];[not, and, =];[];false;[(= $arrSizeIdx (- 1)), (! true :named ssa_precond), (! (not false) :named ssa_postcond), (! (and (= void$SimpleFrame2Cons$3$$la$init$ra$$4885_void$SimpleFrame2Cons$3$$la$init$ra$$4885$__this_-1 void$SimpleFrame2Cons$3$$la$init$ra$$4885_r0107_0) (= void$SimpleFrame2Cons$3$$la$init$ra$$4885_void$SimpleFrame2Cons$3$$la$init$ra$$4885$param_0_-1 void$SimpleFrame2Cons$3$$la$init$ra$$4885_r1108_0) (= SimpleFrame2Cons$SimpleFrame2Cons$3$this$0762_0 void$SimpleFrame2Cons$3$$la$init$ra$$4885_r1108_0) (not (= void$SimpleFrame2Cons$3$$la$init$ra$$4885_void$SimpleFrame2Cons$3$$la$init$ra$$4885$__this_-1 $null))) :named ssa_0), (! (= void$SimpleFrame2Cons$3$$la$init$ra$$4885_r0107_0 $null) :named ssa_1)];11.276
14;0;37;0;[ref, Int];[not, and, =];[];false;[(= $arrSizeIdx (- 1)), (! true :named ssa_precond), (! (not false) :named ssa_postcond), (! (and (not (= $null void$SimpleFrame2Cons$2$actionPerformed$4553_void$SimpleFrame2Cons$2$actionPerformed$4553$__this_-1)) (= void$SimpleFrame2Cons$2$actionPerformed$4553_r199_0 void$SimpleFrame2Cons$2$actionPerformed$4553_void$SimpleFrame2Cons$2$actionPerformed$4553$param_0_-1) (= SimpleFrame2Cons$SimpleFrame2Cons$2$this$0711_-1 void$SimpleFrame2Cons$2$actionPerformed$4553_$r2102_0) (= void$SimpleFrame2Cons$2$actionPerformed$4553_$r3103_0 void$SimpleFrame2Cons$2$actionPerformed$4553_javax.swing.JButton$SimpleFrame2Cons$access$0$1806___ret_0) (= void$SimpleFrame2Cons$2$actionPerformed$4553_javax.swing.JButton$SimpleFrame2Cons$access$0$1806_$param_0_0 void$SimpleFrame2Cons$2$actionPerformed$4553_javax.swing.JButton$SimpleFrame2Cons$access$0$1806_r083_0) (= void$SimpleFrame2Cons$2$actionPerformed$4553_$r2102_0 void$SimpleFrame2Cons$2$actionPerformed$4553_javax.swing.JButton$SimpleFrame2Cons$access$0$1806_$param_0_0) (= void$SimpleFrame2Cons$2$actionPerformed$4553_javax.swing.JButton$SimpleFrame2Cons$access$0$1806___ret_0 void$SimpleFrame2Cons$2$actionPerformed$4553_javax.swing.JButton$SimpleFrame2Cons$access$0$1806_$r185_0) (= javax.swing.JButton$SimpleFrame2Cons$event2227_-1 void$SimpleFrame2Cons$2$actionPerformed$4553_javax.swing.JButton$SimpleFrame2Cons$access$0$1806_$r185_0) (= void$SimpleFrame2Cons$2$actionPerformed$4553_r098_0 void$SimpleFrame2Cons$2$actionPerformed$4553_void$SimpleFrame2Cons$2$actionPerformed$4553$__this_-1)) :named ssa_0), (! (= void$SimpleFrame2Cons$2$actionPerformed$4553_$r3103_0 $null) :named ssa_1)];663.253
14;0;37;0;[ref, Int];[not, and, =];[];false;[(= $arrSizeIdx (- 1)), (! true :named ssa_precond), (! (not false) :named ssa_postcond), (! (and (= void$SimpleFrame2Cons$2$actionPerformed$4553_r199_0 void$SimpleFrame2Cons$2$actionPerformed$4553_void$SimpleFrame2Cons$2$actionPerformed$4553$param_0_-1) (= void$SimpleFrame2Cons$2$actionPerformed$4553_$r2102_0 void$SimpleFrame2Cons$2$actionPerformed$4553_javax.swing.JButton$SimpleFrame2Cons$access$0$1806_$param_0_0) (= void$SimpleFrame2Cons$2$actionPerformed$4553_$r3103_0 void$SimpleFrame2Cons$2$actionPerformed$4553_javax.swing.JButton$SimpleFrame2Cons$access$0$1806___ret_0) (= javax.swing.JButton$SimpleFrame2Cons$event2227_-1 void$SimpleFrame2Cons$2$actionPerformed$4553_javax.swing.JButton$SimpleFrame2Cons$access$0$1806_$r185_0) (= SimpleFrame2Cons$SimpleFrame2Cons$2$this$0711_-1 void$SimpleFrame2Cons$2$actionPerformed$4553_$r2102_0) (= void$SimpleFrame2Cons$2$actionPerformed$4553_r098_0 void$SimpleFrame2Cons$2$actionPerformed$4553_void$SimpleFrame2Cons$2$actionPerformed$4553$__this_-1) (= void$SimpleFrame2Cons$2$actionPerformed$4553_javax.swing.JButton$SimpleFrame2Cons$access$0$1806_$r185_0 void$SimpleFrame2Cons$2$actionPerformed$4553_javax.swing.JButton$SimpleFrame2Cons$access$0$1806___ret_0) (= void$SimpleFrame2Cons$2$actionPerformed$4553_javax.swing.JButton$SimpleFrame2Cons$access$0$1806_r083_0 void$SimpleFrame2Cons$2$actionPerformed$4553_javax.swing.JButton$SimpleFrame2Cons$access$0$1806_$param_0_0) (not (= $null void$SimpleFrame2Cons$2$actionPerformed$4553_void$SimpleFrame2Cons$2$actionPerformed$4553$__this_-1))) :named ssa_0), (! (= void$SimpleFrame2Cons$2$actionPerformed$4553_$r3103_0 $null) :named ssa_1)];54.493
16;0;39;0;[Bool, Int];[not, and, *, <, =];[];false;[true, (! true :named ssa_precond), (! (not false) :named ssa_postcond), (! (and (= GateController_one_0 1) (not GateController_alarmTrain_0) (= GateController_gate_0 0) (= GateController_hundred_0 (* 100 GateController_one_0)) (= GateController_thousand_0 (* 1000 GateController_one_0)) (= GateController_time_0 0)) :named ssa_0), (! (not (< GateController_time_0 GateController_thousand_0)) :named ssa_1), (! (and (not (= GateController_gate_0 GateController_hundred_0)) (not GateController_alarmTrain_0)) :named ssa_2)];4631.743
