   BENCHMARK INFORMATION
benchmark definition:    /input/student-svcomp-extract-features.xml
name:                    student-svcomp-extract-features
run sets:                sv-comp19_prop-reachsafety, sv-comp19_prop-memsafety, sv-comp19_prop-nooverflow, sv-comp19_prop-termination
date:                    Thu, 2019-07-18 13:39:07 UTC
tool:                    ULTIMATE Automizer 0.1.24-3a3fd35b
tool executable:         ./Ultimate.py
options:                 --full-output
resource limits:
- memory:                8000.0 MB
- time:                  900 s
- cpu cores:             2
hardware requirements:
- cpu cores:             2
- memory:                8000.0 MB
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    82a6a2e96af6
os:                      Linux-4.15.0-54-generic-x86_64-with-debian-9.9
cpu:                     Intel Core i7-3770 CPU @ 3.40GHz
- cores:                 8
- max frequency:         3900.0 MHz
- turbo boost enabled:   True
ram:                     33637.937152000006 MB
------------------------------------------------------------



sv-comp19_prop-reachsafety
Run set 1 of 4 with options '--full-output' and propertyfile 'None'

inputfile                                                                                                                                                                          status                    cpu time   wall time        host
eca-programs/Problem103_label59.yml                                                                                                                                                
floats-cdfpl/newton_1_1.yml                                                                                                                                                        
floats-cdfpl/newton_1_2.yml                                                                                                                                                        
floats-cdfpl/newton_1_3.yml                                                                                                                                                        
floats-cdfpl/newton_1_4.yml                                                                                                                                                        
floats-cdfpl/newton_1_5.yml                                                                                                                                                        
floats-cdfpl/newton_1_6.yml                                                                                                                                                        
floats-cdfpl/newton_1_7.yml                                                                                                                                                        
floats-cdfpl/newton_1_8.yml                                                                                                                                                        
floats-cdfpl/newton_2_1.yml                                                                                                                                                        
floats-cdfpl/newton_2_2.yml                                                                                                                                                        
floats-cdfpl/newton_2_3.yml                                                                                                                                                        
floats-cdfpl/newton_2_4.yml                                                                                                                                                        
floats-cdfpl/newton_2_5.yml                                                                                                                                                        
floats-cdfpl/newton_2_6.yml                                                                                                                                                        
floats-cdfpl/newton_2_7.yml                                                                                                                                                        
floats-cdfpl/newton_2_8.yml                                                                                                                                                        
floats-cdfpl/newton_3_1.yml                                                                                                                                                        
floats-cdfpl/newton_3_2.yml                                                                                                                                                        
floats-cdfpl/newton_3_3.yml                                                                                                                                                        
floats-cdfpl/newton_3_4.yml                                                                                                                                                        
floats-cdfpl/newton_3_5.yml                                                                                                                                                        
floats-cdfpl/newton_3_6.yml                                                                                                                                                        
floats-cdfpl/newton_3_7.yml                                                                                                                                                        
floats-cdfpl/newton_3_8.yml                                                                                                                                                        
floats-cdfpl/sine_1.yml                                                                                                                                                            
floats-cdfpl/sine_2.yml                                                                                                                                                            
floats-cdfpl/sine_3.yml                                                                                                                                                            
floats-cdfpl/sine_4.yml                                                                                                                                                            
floats-cdfpl/sine_5.yml                                                                                                                                                            
floats-cdfpl/sine_6.yml                                                                                                                                                            
floats-cdfpl/sine_7.yml                                                                                                                                                            
floats-cdfpl/sine_8.yml                                                                                                                                                            
floats-cdfpl/square_1.yml                                                                                                                                                          
floats-cdfpl/square_2.yml                                                                                                                                                          
floats-cdfpl/square_3.yml                                                                                                                                                          
floats-cdfpl/square_4.yml                                                                                                                                                          
floats-cdfpl/square_5.yml                                                                                                                                                          
floats-cdfpl/square_6.yml                                                                                                                                                          
floats-cdfpl/square_7.yml                                                                                                                                                          
floats-cdfpl/square_8.yml                                                                                                                                                          
floats-cbmc-regression/float-div1.yml                                                                                                                                              
floats-cbmc-regression/float-flags-simp1.yml                                                                                                                                       
floats-cbmc-regression/float-no-simp1.yml                                                                                                                                          
floats-cbmc-regression/float-no-simp2.yml                                                                                                                                          
floats-cbmc-regression/float-no-simp3.yml                                                                                                                                          
floats-cbmc-regression/float-no-simp4.yml                                                                                                                                          
floats-cbmc-regression/float-no-simp6.yml                                                                                                                                          
floats-cbmc-regression/float-no-simp7.yml                                                                                                                                          
floats-cbmc-regression/float-no-simp8.yml                                                                                                                                          
floats-cbmc-regression/float-rounding1.yml                                                                                                                                         
floats-cbmc-regression/float-to-double1.yml                                                                                                                                        
floats-cbmc-regression/float-to-double2.yml                                                                                                                                        
floats-cbmc-regression/float-zero-sum1.yml                                                                                                                                         
floats-cbmc-regression/float1.yml                                                                                                                                                  
floats-cbmc-regression/float11.yml                                                                                                                                                 
floats-cbmc-regression/float12.yml                                                                                                                                                 
floats-cbmc-regression/float13.yml                                                                                                                                                 
floats-cbmc-regression/float14.yml                                                                                                                                                 
floats-cbmc-regression/float18.yml                                                                                                                                                 
floats-cbmc-regression/float19.yml                                                                                                                                                 
floats-cbmc-regression/float2.yml                                                                                                                                                  
floats-cbmc-regression/float20.yml                                                                                                                                                 
floats-cbmc-regression/float21.yml                                                                                                                                                 
floats-cbmc-regression/float22.yml                                                                                                                                                 
floats-cbmc-regression/float3.yml                                                                                                                                                  
floats-cbmc-regression/float4.yml                                                                                                                                                  
floats-cbmc-regression/float5.yml                                                                                                                                                  
floats-cbmc-regression/float6.yml                                                                                                                                                  
floats-cbmc-regression/float8.yml                                                                                                                                                  
floats-cbmc-regression/float_lib1.yml                                                                                                                                              
floats-cbmc-regression/float_lib2.yml                                                                                                                                              
float-benchs/Muller_Kahan.c.p+cfa-reducer.yml                                                                                                                                      
float-benchs/Muller_Kahan.yml                                                                                                                                                      
float-benchs/Rump_double.yml                                                                                                                                                       
float-benchs/Rump_float.yml                                                                                                                                                        
float-benchs/addsub_double_exact.yml                                                                                                                                               
float-benchs/addsub_float_exact.yml                                                                                                                                                
float-benchs/addsub_float_inexact.yml                                                                                                                                              
float-benchs/arctan_Pade.yml                                                                                                                                                       
float-benchs/bary_diverge.yml                                                                                                                                                      
float-benchs/cast_float_ptr.yml                                                                                                                                                    
float-benchs/cast_float_union.yml                                                                                                                                                  
float-benchs/cast_union_loose.yml                                                                                                                                                  
float-benchs/cast_union_tight.yml                                                                                                                                                  
float-benchs/cos_polynomial.yml                                                                                                                                                    
float-benchs/divmul_buf_diverge.yml                                                                                                                                                
float-benchs/divmul_diverge.yml                                                                                                                                                    
float-benchs/drift_tenth.c.p+cfa-reducer.yml                                                                                                                                       
float-benchs/drift_tenth.yml                                                                                                                                                       
float-benchs/exp_loop.yml                                                                                                                                                          
float-benchs/feedback_diverge.yml                                                                                                                                                  
float-benchs/filter1.c.p+cfa-reducer.yml                                                                                                                                           
float-benchs/filter1.c.v+lhb-reducer.yml                                                                                                                                           
float-benchs/filter1.c.v+nlh-reducer.yml                                                                                                                                           
float-benchs/filter1.yml                                                                                                                                                           
float-benchs/filter2.yml                                                                                                                                                           
float-benchs/filter2_alt.yml                                                                                                                                                       
float-benchs/filter2_iterated.yml                                                                                                                                                  
float-benchs/filter2_reinit.yml                                                                                                                                                    
float-benchs/filter2_set.yml                                                                                                                                                       
float-benchs/filter_iir.yml                                                                                                                                                        
float-benchs/float_double.yml                                                                                                                                                      
float-benchs/float_int_inv_square.yml                                                                                                                                              
float-benchs/image_filter.yml                                                                                                                                                      
float-benchs/interpolation.c.p+cfa-reducer.yml                                                                                                                                     
float-benchs/interpolation.c.v+cfa-reducer.yml                                                                                                                                     
float-benchs/interpolation.c.v+nlh-reducer.yml                                                                                                                                     
float-benchs/interpolation.yml                                                                                                                                                     
float-benchs/interpolation2.c.p+cfa-reducer.yml                                                                                                                                    
float-benchs/interpolation2.c.v+cfa-reducer.yml                                                                                                                                    
float-benchs/interpolation2.c.v+nlh-reducer.yml                                                                                                                                    
float-benchs/interpolation2.yml                                                                                                                                                    
float-benchs/inv_Newton-1.yml                                                                                                                                                      
float-benchs/inv_Newton-2.yml                                                                                                                                                      
float-benchs/inv_Newton.c.p+cfa-reducer.yml                                                                                                                                        
float-benchs/inv_sqrt_Quake.c.v+cfa-reducer.yml                                                                                                                                    
float-benchs/inv_sqrt_Quake.yml                                                                                                                                                    
float-benchs/inv_square-1.yml                                                                                                                                                      
float-benchs/inv_square-2.yml                                                                                                                                                      
float-benchs/inv_square_int.yml                                                                                                                                                    
float-benchs/loop-1.yml                                                                                                                                                            
float-benchs/mea8000.yml                                                                                                                                                           
float-benchs/nan_double.yml                                                                                                                                                        
float-benchs/nan_double_range.yml                                                                                                                                                  
float-benchs/nan_float.yml                                                                                                                                                         
float-benchs/nan_float_range.yml                                                                                                                                                   
float-benchs/rlim_exit.yml                                                                                                                                                         
float-benchs/rlim_invariant.c.p+cfa-reducer.yml                                                                                                                                    
float-benchs/rlim_invariant.c.v+lhb-reducer.yml                                                                                                                                    
float-benchs/rlim_invariant.c.v+nlh-reducer.yml                                                                                                                                    
float-benchs/rlim_invariant.yml                                                                                                                                                    
float-benchs/sin_interpolated_bigrange_loose.yml                                                                                                                                   
float-benchs/sin_interpolated_bigrange_tight.yml                                                                                                                                   
float-benchs/sin_interpolated_index-1.yml                                                                                                                                          
float-benchs/sin_interpolated_index-2.yml                                                                                                                                          
float-benchs/sin_interpolated_negation.yml                                                                                                                                         
float-benchs/sin_interpolated_smallrange.yml                                                                                                                                       
float-benchs/sqrt_Householder_constant.c.p+cfa-reducer.yml                                                                                                                         
float-benchs/sqrt_Householder_constant.yml                                                                                                                                         
float-benchs/sqrt_Householder_interval.yml                                                                                                                                         
float-benchs/sqrt_Householder_pseudoconstant.yml                                                                                                                                   
float-benchs/sqrt_Newton_pseudoconstant.yml                                                                                                                                        
float-benchs/sqrt_biNewton_pseudoconstant.yml                                                                                                                                      
float-benchs/sqrt_poly.yml                                                                                                                                                         
float-benchs/sqrt_poly2.yml                                                                                                                                                        
float-benchs/water_pid.yml                                                                                                                                                         
float-benchs/zonotope_2.yml                                                                                                                                                        
float-benchs/zonotope_3.c.p+cfa-reducer.yml                                                                                                                                        
float-benchs/zonotope_3.c.v+lhb-reducer.yml                                                                                                                                        
float-benchs/zonotope_3.yml                                                                                                                                                        
float-benchs/zonotope_loose.c.v+cfa-reducer.yml                                                                                                                                    
float-benchs/zonotope_loose.yml                                                                                                                                                    
float-benchs/zonotope_tight.yml                                                                                                                                                    
floats-esbmc-regression/Double_div.i.p+cfa-reducer.yml                                                                                                                             
floats-esbmc-regression/Double_div.yml                                                                                                                                             
floats-esbmc-regression/Double_div_bad.i.p+cfa-reducer.yml                                                                                                                         
floats-esbmc-regression/Double_div_bad.yml                                                                                                                                         
floats-esbmc-regression/Float_div.i.p+cfa-reducer.yml                                                                                                                              
floats-esbmc-regression/Float_div.yml                                                                                                                                              
floats-esbmc-regression/Float_div_bad.i.p+cfa-reducer.yml                                                                                                                          
floats-esbmc-regression/Float_div_bad.yml                                                                                                                                          
floats-esbmc-regression/ceil.yml                                                                                                                                                   
floats-esbmc-regression/ceil_nondet.yml                                                                                                                                            
floats-esbmc-regression/copysign.yml                                                                                                                                               
floats-esbmc-regression/digits_bad_for.yml                                                                                                                                         
floats-esbmc-regression/digits_bad_while.yml                                                                                                                                       
floats-esbmc-regression/digits_for.yml                                                                                                                                             
floats-esbmc-regression/digits_while.yml                                                                                                                                           
floats-esbmc-regression/fabs.yml                                                                                                                                                   
floats-esbmc-regression/fdim.yml                                                                                                                                                   
floats-esbmc-regression/floor.yml                                                                                                                                                  
floats-esbmc-regression/floor_nondet.yml                                                                                                                                           
floats-esbmc-regression/fmax.yml                                                                                                                                                   
floats-esbmc-regression/fmin.yml                                                                                                                                                   
floats-esbmc-regression/fmod.yml                                                                                                                                                   
floats-esbmc-regression/fmod2.yml                                                                                                                                                  
floats-esbmc-regression/fmod3.yml                                                                                                                                                  
floats-esbmc-regression/isgreater.yml                                                                                                                                              
floats-esbmc-regression/isgreaterequal.yml                                                                                                                                         
floats-esbmc-regression/isless.yml                                                                                                                                                 
floats-esbmc-regression/islessequal.yml                                                                                                                                            
floats-esbmc-regression/islessgreater.yml                                                                                                                                          
floats-esbmc-regression/isunordered.yml                                                                                                                                            
floats-esbmc-regression/lrint.yml                                                                                                                                                  
floats-esbmc-regression/modf.yml                                                                                                                                                   
floats-esbmc-regression/nan.yml                                                                                                                                                    
floats-esbmc-regression/nearbyint.yml                                                                                                                                              
floats-esbmc-regression/nearbyint2.yml                                                                                                                                             
floats-esbmc-regression/remainder.yml                                                                                                                                              
floats-esbmc-regression/rint.yml                                                                                                                                                   
floats-esbmc-regression/rint2.yml                                                                                                                                                  
floats-esbmc-regression/round.yml                                                                                                                                                  
floats-esbmc-regression/round_nondet.yml                                                                                                                                           
floats-esbmc-regression/rounding_functions.yml                                                                                                                                     
floats-esbmc-regression/trunc.yml                                                                                                                                                  
floats-esbmc-regression/trunc_nondet.yml                                                                                                                                           
floats-esbmc-regression/trunc_nondet_2.yml                                                                                                                                         
float-newlib/double_req_bl_0210.yml                                                                                                                                                
float-newlib/double_req_bl_0220a.yml                                                                                                                                               
float-newlib/double_req_bl_0220b.yml                                                                                                                                               
float-newlib/double_req_bl_0240a.yml                                                                                                                                               
float-newlib/double_req_bl_0240b.yml                                                                                                                                               
float-newlib/double_req_bl_0250a.yml                                                                                                                                               
float-newlib/double_req_bl_0250b.yml                                                                                                                                               
float-newlib/double_req_bl_0260.yml                                                                                                                                                
float-newlib/double_req_bl_0270a.yml                                                                                                                                               
float-newlib/double_req_bl_0270b.yml                                                                                                                                               
float-newlib/double_req_bl_0281.yml                                                                                                                                                
float-newlib/double_req_bl_0310.yml                                                                                                                                                
float-newlib/double_req_bl_0320.yml                                                                                                                                                
float-newlib/double_req_bl_0330a.yml                                                                                                                                               
float-newlib/double_req_bl_0330b.yml                                                                                                                                               
float-newlib/double_req_bl_0460.yml                                                                                                                                                
float-newlib/double_req_bl_0470.yml                                                                                                                                                
float-newlib/double_req_bl_0480.yml                                                                                                                                                
float-newlib/double_req_bl_0490a.yml                                                                                                                                               
float-newlib/double_req_bl_0490b.yml                                                                                                                                               
float-newlib/double_req_bl_0520.yml                                                                                                                                                
float-newlib/double_req_bl_0530a.yml                                                                                                                                               
float-newlib/double_req_bl_0530b.yml                                                                                                                                               
float-newlib/double_req_bl_0550a.yml                                                                                                                                               
float-newlib/double_req_bl_0550b.yml                                                                                                                                               
float-newlib/double_req_bl_0620a.yml                                                                                                                                               
float-newlib/double_req_bl_0620b.yml                                                                                                                                               
float-newlib/double_req_bl_0621a.yml                                                                                                                                               
float-newlib/double_req_bl_0621b.yml                                                                                                                                               
float-newlib/double_req_bl_0660a.yml                                                                                                                                               
float-newlib/double_req_bl_0660b.yml                                                                                                                                               
float-newlib/double_req_bl_0661a.yml                                                                                                                                               
float-newlib/double_req_bl_0661b.yml                                                                                                                                               
float-newlib/double_req_bl_0662a.yml                                                                                                                                               
float-newlib/double_req_bl_0662b.yml                                                                                                                                               
float-newlib/double_req_bl_0663a.yml                                                                                                                                               
float-newlib/double_req_bl_0663b.yml                                                                                                                                               
float-newlib/double_req_bl_0670.yml                                                                                                                                                
float-newlib/double_req_bl_0680a.yml                                                                                                                                               
float-newlib/double_req_bl_0680b.yml                                                                                                                                               
float-newlib/double_req_bl_0681a.yml                                                                                                                                               
float-newlib/double_req_bl_0681b.yml                                                                                                                                               
float-newlib/double_req_bl_0682a.yml                                                                                                                                               
float-newlib/double_req_bl_0682b.yml                                                                                                                                               
float-newlib/double_req_bl_0683a.yml                                                                                                                                               
float-newlib/double_req_bl_0683b.yml                                                                                                                                               
float-newlib/double_req_bl_0684a.yml                                                                                                                                               
float-newlib/double_req_bl_0684b.yml                                                                                                                                               
float-newlib/double_req_bl_0685a.yml                                                                                                                                               
float-newlib/double_req_bl_0685b.yml                                                                                                                                               
float-newlib/double_req_bl_0686a.yml                                                                                                                                               
float-newlib/double_req_bl_0686b.yml                                                                                                                                               
